ComplexID,Organism,subunits,subunits(Gene name),Disease
7178,Human,P63092;Q9HAV0;Q9UK08,GNAS;GNB4;GNG8,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648;C0009404;C3554654;C0023895
7179,Human,O14775;P63092;Q9UK08,GNB5;GNAS;GNG8,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648;C0023895
7180,Human,P04637-1;Q00987,TP53;MDM2,C0001418;C0001430;C0001618;C0001624;C0001969;C0001973;C0002736;C0004698;C0005695;C0007102;C0007114;C0007117;C0007131;C0007134;C0007137;C0007138;C0007194;C0007273;C0007621;C0007786;C0008031;C0009375;C0009404;C0010606;C0011303;C0011853;C0013990;C0014544;C0014859;C0016978;C0017638;C0018681;C0018923;C0020255;C0020538;C0021361;C0021364;C0022116;C0022593;C0022783;C0023434;C0023897;C0023903;C0023904;C0024117;C0024121;C0024299;C0024809;C0025202;C0026640;C0027051;C0027439;C0027497;C0027627;C0027708;C0027766;C0029463;C0030297;C0030353;C0030554;C0030849;C0032578;C0033578;C0033860;C0035335;C0036341;C0036572;C0036920;C0037286;C0038002;C0038356;C0040028;C0040100;C0040136;C0042065;C0042076;C0042487;C0042963;C0079772;C0079773;C0085136;C0085390;C0085669;C0149793;C0149925;C0151529;C0151942;C0152013;C0205770;C0206681;C0206686;C0206698;C0206726;C0262584;C0267812;C0279626;C0279628;C0279680;C0280631;C0311375;C0334588;C0345967;C0346647;C0376358;C0431109;C0524801;C0544886;C0677776;C0677886;C0678222;C0855742;C0917805;C1168401;C1261473;C1458155;C1835398;C1838578;C1842408;C1859972;C1860789;C1861901;C1862761;C1867955;C1961102;C2239176;C2609414;C2931038;C2931713;C2931822;C4020813;C4020899;C4021768;C4024989;C4025187;C4280572;C4280575;C0001618;C0007114;C0007131;C0007621;C0009375;C0019693;C0021364;C0024299;C0025202;C0027766;C0029463;C0030297;C0032927;C0033578;C0037286;C0085390;C0151811;C0205824;C0346647;C0678222;C0746926;C1370889;C1458155;C1838578;C1842408;C4280575
7181,Human,P04637-2;Q00987,TP53;MDM2,C0001418;C0001430;C0001618;C0001624;C0001969;C0001973;C0002736;C0004698;C0005695;C0007102;C0007114;C0007117;C0007131;C0007134;C0007137;C0007138;C0007194;C0007273;C0007621;C0007786;C0008031;C0009375;C0009404;C0010606;C0011303;C0011853;C0013990;C0014544;C0014859;C0016978;C0017638;C0018681;C0018923;C0020255;C0020538;C0021361;C0021364;C0022116;C0022593;C0022783;C0023434;C0023897;C0023903;C0023904;C0024117;C0024121;C0024299;C0024809;C0025202;C0026640;C0027051;C0027439;C0027497;C0027627;C0027708;C0027766;C0029463;C0030297;C0030353;C0030554;C0030849;C0032578;C0033578;C0033860;C0035335;C0036341;C0036572;C0036920;C0037286;C0038002;C0038356;C0040028;C0040100;C0040136;C0042065;C0042076;C0042487;C0042963;C0079772;C0079773;C0085136;C0085390;C0085669;C0149793;C0149925;C0151529;C0151942;C0152013;C0205770;C0206681;C0206686;C0206698;C0206726;C0262584;C0267812;C0279626;C0279628;C0279680;C0280631;C0311375;C0334588;C0345967;C0346647;C0376358;C0431109;C0524801;C0544886;C0677776;C0677886;C0678222;C0855742;C0917805;C1168401;C1261473;C1458155;C1835398;C1838578;C1842408;C1859972;C1860789;C1861901;C1862761;C1867955;C1961102;C2239176;C2609414;C2931038;C2931713;C2931822;C4020813;C4020899;C4021768;C4024989;C4025187;C4280572;C4280575;C0001618;C0007114;C0007131;C0007621;C0009375;C0019693;C0021364;C0024299;C0025202;C0027766;C0029463;C0030297;C0032927;C0033578;C0037286;C0085390;C0151811;C0205824;C0346647;C0678222;C0746926;C1370889;C1458155;C1838578;C1842408;C4280575
7182,Human,P04637-3;Q00987,TP53;MDM2,C0001418;C0001430;C0001618;C0001624;C0001969;C0001973;C0002736;C0004698;C0005695;C0007102;C0007114;C0007117;C0007131;C0007134;C0007137;C0007138;C0007194;C0007273;C0007621;C0007786;C0008031;C0009375;C0009404;C0010606;C0011303;C0011853;C0013990;C0014544;C0014859;C0016978;C0017638;C0018681;C0018923;C0020255;C0020538;C0021361;C0021364;C0022116;C0022593;C0022783;C0023434;C0023897;C0023903;C0023904;C0024117;C0024121;C0024299;C0024809;C0025202;C0026640;C0027051;C0027439;C0027497;C0027627;C0027708;C0027766;C0029463;C0030297;C0030353;C0030554;C0030849;C0032578;C0033578;C0033860;C0035335;C0036341;C0036572;C0036920;C0037286;C0038002;C0038356;C0040028;C0040100;C0040136;C0042065;C0042076;C0042487;C0042963;C0079772;C0079773;C0085136;C0085390;C0085669;C0149793;C0149925;C0151529;C0151942;C0152013;C0205770;C0206681;C0206686;C0206698;C0206726;C0262584;C0267812;C0279626;C0279628;C0279680;C0280631;C0311375;C0334588;C0345967;C0346647;C0376358;C0431109;C0524801;C0544886;C0677776;C0677886;C0678222;C0855742;C0917805;C1168401;C1261473;C1458155;C1835398;C1838578;C1842408;C1859972;C1860789;C1861901;C1862761;C1867955;C1961102;C2239176;C2609414;C2931038;C2931713;C2931822;C4020813;C4020899;C4021768;C4024989;C4025187;C4280572;C4280575;C0001618;C0007114;C0007131;C0007621;C0009375;C0019693;C0021364;C0024299;C0025202;C0027766;C0029463;C0030297;C0032927;C0033578;C0037286;C0085390;C0151811;C0205824;C0346647;C0678222;C0746926;C1370889;C1458155;C1838578;C1842408;C4280575
7185,Human,P14635;P41002,CCNB1;CCNF,C0032460
7186,Human,P48506;P48507,GCLC;GCLM,C0002514;C0002871;C0002878;C0007131;C0010074;C0011616;C0020538;C0026848;C0027051;C0031117;C0036341;C0151744;C0152025;C0162119;C1856603;C1856604;C4020899;C4021768;C4277682;C0005138;C0027051;C0033937;C0036341;C0036351;C0036939
7187,Human,P50151;P62873;P63092,GNG10;GNB1;GNAS,C0003469;C0011581;C0023449;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7188,Human,P50151;P62879;P63092,GNG10;GNB2;GNAS,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7189,Human,P16520;P50151;P63092,GNB3;GNG10;GNAS,C0001973;C0005586;C0011570;C0011581;C0011860;C0020538;C0028754;C0036341;C0036572;C0041696;C0043094;C0085580;C0525045;C1269683;C1956346;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7190,Human,Q96RQ3;Q9HCC0,MCCC1;MCCC2,C0268600;C0268600;C1859499
7191,Human,P31153;Q9NZL9-1,MAT2A;MAT2B,
7192,Human,A5YKK6;O75175;Q92600;Q9C0C2;Q9H9A5;Q9NZN8;Q9UIV1;Q9UKZ1;Q9ULM6,CNOT1;CNOT3;CNOT9;TNKS1BP1;CNOT10;CNOT2;CNOT7;CNOT11;CNOT6,C1961099
7193,Human,P50151;P63092;Q9HAV0,GNG10;GNAS;GNB4,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648;C0009404;C3554654
7194,Human,O14775;P50151;P63092,GNB5;GNG10;GNAS,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7195,Human,P61952;P62873;P63092,GNG11;GNB1;GNAS,C0152013;C3495559;C0003469;C0011581;C0023449;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7196,Human,P31153;Q9NZL9-2,MAT2A;MAT2B,
7197,Human,Q00266;Q9NZL9,MAT1A;MAT2B,C0002514;C0006111;C0011303;C0011860;C0013421;C0015695;C0020507;C0151889;C0268621;C0338474;C0878575;C2239176;C4020871;C4020899;C4048705
7199,Human,P61952;P62879;P63092,GNG11;GNB2;GNAS,C0152013;C3495559;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7201,Human,P16520;P61952;P63092,GNB3;GNG11;GNAS,C0001973;C0005586;C0011570;C0011581;C0011860;C0020538;C0028754;C0036341;C0036572;C0041696;C0043094;C0085580;C0525045;C1269683;C1956346;C0152013;C3495559;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
