ComplexID,Organism,subunits,subunits(Gene name),Disease
7202,Human,P61952;P63092;Q9HAV0,GNG11;GNAS;GNB4,C0152013;C3495559;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648;C0009404;C3554654
7203,Human,O14775;P61952;P63092,GNB5;GNG11;GNAS,C0152013;C3495559;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7204,Human,P62873;P63092;Q9UBI6,GNB1;GNAS;GNG12,C0003469;C0011581;C0023449;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7205,Human,P62879;P63092;Q9UBI6,GNB2;GNAS;GNG12,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7206,Human,P16520;P63092;Q9UBI6,GNB3;GNAS;GNG12,C0001973;C0005586;C0011570;C0011581;C0011860;C0020538;C0028754;C0036341;C0036572;C0041696;C0043094;C0085580;C0525045;C1269683;C1956346;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7207,Human,P63092;Q9HAV0;Q9UBI6,GNAS;GNB4;GNG12,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648;C0009404;C3554654
7208,Human,O14775;P63092;Q9UBI6,GNB5;GNAS;GNG12,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7209,Human,P62873;P63092;Q9P2W3,GNB1;GNAS;GNG13,C0003469;C0011581;C0023449;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7210,Human,P62879;P63092;Q9P2W3,GNB2;GNAS;GNG13,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7211,Human,P16520;P63092;Q9P2W3,GNB3;GNAS;GNG13,C0001973;C0005586;C0011570;C0011581;C0011860;C0020538;C0028754;C0036341;C0036572;C0041696;C0043094;C0085580;C0525045;C1269683;C1956346;C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
7212,Human,P63092;Q9HAV0;Q9P2W3,GNAS;GNB4;GNG13,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648;C0009404;C3554654
7213,Human,O14775;P63092;Q9P2W3,GNB5;GNAS;GNG13,C0001206;C0001624;C0003467;C0011053;C0011351;C0011573;C0011581;C0011849;C0013491;C0014130;C0014544;C0015672;C0016064;C0016065;C0016663;C0018772;C0019087;C0020502;C0020505;C0020514;C0020538;C0020550;C0020598;C0020619;C0020676;C0021655;C0022821;C0023897;C0025362;C0027819;C0028738;C0028754;C0029396;C0029422;C0029440;C0029453;C0029456;C0029464;C0032000;C0032460;C0033375;C0033805;C0033806;C0033835;C0033975;C0034013;C0035204;C0036341;C0036572;C0037268;C0037274;C0038587;C0039231;C0085631;C0085633;C0085681;C0085682;C0086543;C0149721;C0151686;C0151786;C0151811;C0151825;C0151940;C0152459;C0156404;C0206698;C0221263;C0221357;C0231246;C0232461;C0232943;C0234958;C0234985;C0235986;C0239174;C0239479;C0239594;C0242184;C0242216;C0242292;C0270948;C0271215;C0311277;C0334041;C0338656;C0339789;C0342198;C0342495;C0346302;C0349588;C0392525;C0423757;C0423798;C0423903;C0456070;C0456909;C0497247;C0521525;C0541794;C0544886;C0553706;C0683322;C0744333;C0746926;C0747078;C0857973;C0878544;C0878787;C0917816;C1257915;C1306214;C1306710;C1384666;C1389280;C1510497;C1833752;C1836195;C1836542;C1837084;C1837385;C1837514;C1839039;C1840309;C1843367;C1843479;C1844548;C1845112;C1845847;C1848924;C1849020;C1849211;C1850667;C1851854;C1853237;C1853562;C1856468;C1857108;C1857451;C1858452;C1861388;C1861403;C1861975;C1863184;C1864105;C1864985;C1866210;C1866227;C1866231;C1866862;C1868085;C1968852;C2315100;C2674432;C2676198;C2748653;C2931404;C2932715;C2932716;C3494506;C3550546;C3552463;C3665358;C3714756;C3714796;C3805574;C3806226;C3806283;C3806443;C4018860;C4020876;C4020884;C4021649;C4021745;C4023009;C4023096;C4024097;C4024878;C4025174;C4025651;C4025669;C4025760;C4072825;C4280456;C4280457;C4280495;C4280516;C4280517;C4280518;C4280560;C4280567;C4280647;C4280648
