ComplexID,Organism,subunits(UniProt IDs),subunits(Gene name)
7388,Human,P07199;P33778;P49450;P62805;Q03188;Q08945;Q8N0S6;Q8NCD3;Q92674;Q96BT3;Q96H22;Q96QV6;Q96T23;Q9H3R5;Q9Y5B9,CENPB;H2BC3;CENPA;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;CENPC;SSRP1;CENPL;HJURP;CENPI;CENPT;CENPN;H2AC1;RSF1;CENPH;SUPT16H
7389,Human,P16389;Q09470;Q13303,KCNA2;KCNA1;KCNAB2
7394,Human,Q13352;Q6IPU0;Q71F23;Q7L2Z9;Q8N0S6;Q92674;Q96H22;Q9BS16;Q9BU64;Q9H3R5;Q9NSP4,ITGB3BP;CENPP;CENPU;CENPQ;CENPL;CENPI;CENPN;CENPK;CENPO;CENPH;CENPM
7395,Human,O95970;Q9P0K1,LGI1;ADAM22
7403,Human,P14618;P36956,PKM;SREBF1
7405,Human,Q86WV6;Q9UHD2,STING1;TBK1
7406,Human,O15379;P31749;Q9UKG1,HDAC3;AKT1;APPL1
7407,Human,O95985;Q9H7E2,TOP3B;TDRD3
7408,Human,P49407;Q6ZSZ5;Q8N8S7,ARRB1;ARHGEF18;ENAH
7410,Human,O14744;P40121,PRMT5;CAPG
7413,Human,P49450;P62805;Q8NCD3,CENPA;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;HJURP
7416,Human,P29033;Q05397;Q9H9S0,GJB2;PTK2;NANOG
7417,Human,O43752;P13569;Q9HD26,STX6;CFTR;GOPC
7418,Human,P19367;P21796,HK1;VDAC1
7420,Human,P04637;Q01534;Q93009,TP53;TSPY1;USP7
7421,Human,Q01534;Q86VY4;Q93009,TSPY1;TSPYL5;USP7
7422,Human,Q53EZ4;Q8WUF5,CEP55;PPP1R13L
7423,Human,P62136;Q8WUF5,PPP1CA;PPP1R13L
7424,Human,Q13464;Q6UXK2,ROCK1;ISLR2
7425,Human,P22059;P62491;Q9P260,OSBP;RAB11A;RELCH
7427,Human,P15336;P19367;P21796,ATF2;HK1;VDAC1
7428,Human,O15091;Q7L0Y3;Q99714,PRORP;TRMT10C;HSD17B10
7429,Human,Q7L0Y3;Q99714,TRMT10C;HSD17B10
7430,Human,Q8NFG4;Q9P278,FLCN;FNIP2
7437,Human,P52732;Q5VVJ2;Q92831,KIF11;MYSM1;KAT2B
7439,Human,Q02241;Q9H0H5;Q9H8V3,KIF23;RACGAP1;ECT2
7440,Human,Q02241;Q9H0H5,KIF23;RACGAP1
7441,Human,Q06124;Q9UJC3,PTPN11;HOOK1
7442,Human,P61006;Q15154;Q96ED9,RAB8A;PCM1;HOOK2
7443,Human,Q01780;Q06265;Q13868;Q15024;Q5RKV6;Q8TF46;Q96B26;Q99547;Q9NPD3;Q9NQT4;Q9NQT5;Q9Y3B2,EXOSC10;EXOSC9;EXOSC2;EXOSC7;EXOSC6;DIS3L;EXOSC8;MPHOSPH6;EXOSC4;EXOSC5;EXOSC3;EXOSC1
7444,Human,P41743;Q8TEW0;Q96ED9;Q9NPB6,PRKCI;PARD3;HOOK2;PARD6A
7445,Human,Q6P597;Q96ED9;Q96M69;Q9UFD9,KLC3;HOOK2;LRGUK;RIMBP3
7459,Human,P23415;P48167,GLRA1;GLRB
7462,Human,O14764;P14867;P47870,GABRD;GABRA1;GABRB2
7476,Human,O75843;P61966;Q10567;Q9BXS5,AP1G2;AP1S1;AP1B1;AP1M1
7477,Human,Q5JRA6-1;Q96PC5;Q9HCU5,MIA3;MIA2;PREB
7478,Human,Q5JRA6-4;Q96PC5;Q9HCU5,MIA3;MIA2;PREB
7479,Human,P53350;P63167;Q562F6;Q96R06;Q9Y448,PLK1;DYNLL1;SGO2;SPAG5;KNSTRN
7480,Human,O15379;O75376;P16402;Q9Y618,HDAC3;NCOR1;H1-3;NCOR2
7482,Human,O14656;Q5JTV8,TOR1A;TOR1AIP1
7483,Human,P40616;P53365;P84077;Q13563,ARL1;ARFIP2;ARF1;PKD2
7485,Human,Q92819;Q92839,HAS2;HAS1
7486,Human,O00219;Q92819,HAS3;HAS2
7487,Human,O15379;Q96EV8-1,HDAC3;DTNBP1
7488,Human,O15379;Q96EV8-3,HDAC3;DTNBP1
7489,Human,Q14494;Q96KS0;Q9UBK2,NFE2L1;EGLN2;PPARGC1A
7490,Human,P15692-4;P35968,VEGFA;KDR
7491,Human,P15692-6;P35968,VEGFA;KDR
7493,Human,P04899-4;P14416,GNAI2;DRD2
7495,Human,P15692-9;P35968,VEGFA;KDR
7496,Human,O60462;P15692-4,NRP2;VEGFA
7497,Human,P15692-9;P17948,VEGFA;FLT1
7498,Human,O14786;P15692-6,NRP1;VEGFA
7499,Human,P15692;P49765-2,VEGFA;VEGFB
7500,Human,P15692-13;P35968,VEGFA;KDR
7501,Human,O14786;P15692-2,NRP1;VEGFA
7504,Human,O75330;P16070;P27361;P28482,HMMR;CD44;MAPK3;MAPK1
7506,Human,Q14721;Q9Y6J6,KCNB1;KCNE2
7507,Human,P15382;Q14721,KCNE1;KCNB1
7509,Human,P10721;Q01638;Q9NPH3,KIT;IL1RL1;IL1RAP
7510,Human,P10721;Q9NPH3,KIT;IL1RAP
7513,Human,Q12770;Q12772;Q6TCH7,SCAP;SREBF2;PAQR3
7514,Human,Q12770;Q12772,SCAP;SREBF2
7515,Human,Q12770;Q6TCH7,SCAP;PAQR3
7516,Human,Q12772;Q6TCH7,SREBF2;PAQR3
7517,Human,P62877;Q13618;Q8IXQ5,RBX1;CUL3;KLHL7
7518,Human,Q13618;Q9P2G9,CUL3;KLHL8
7520,Human,O15503;Q12770,INSIG1;SCAP
7521,Human,O15503;Q6TCH7,INSIG1;PAQR3
7522,Human,O75340;Q13618;Q53G59;Q9UBV8,PDCD6;CUL3;KLHL12;PEF1
7523,Human,P62877;Q13618;Q9P2J3;Q9P2N7,RBX1;CUL3;KLHL9;KLHL13
7524,Human,P62877;Q13618;Q9Y2M5,RBX1;CUL3;KLHL20
7525,Human,P62877;Q13618;Q6TFL4,RBX1;CUL3;KLHL24
7526,Human,Q13618;Q9H0H3,CUL3;KLHL25
7527,Human,O95278-1;O95278-7,EPM2A;EPM2A
7528,Human,O95278-2;O95278-7,EPM2A;EPM2A
7529,Human,P05067;P05067-PRO_0000000092;P21796,APP;APP;VDAC1
7533,Human,Q13618;Q9P2K6,CUL3;KLHL42
7534,Human,P16422;P35222;Q14192;Q9UJU2,EPCAM;CTNNB1;FHL2;LEF1
7535,Human,P16070;Q07954,CD44;LRP1
7540,Human,O15294;Q8IZD2;Q93009,OGT;KMT2E;USP7
7541,Human,O43264;P50748;Q9H900,ZW10;KNTC1;ZWILCH
7542,Human,O14777;O95229;Q8NBT2;Q8NG31;Q9H081,NDC80;ZWINT;SPC24;KNL1;MIS12
7544,Human,O75581;O94907;Q96MU8,LRP6;DKK1;KREMEN1
7545,Human,O95295;P78537;Q6QNY1;Q969J3;Q96B45;Q96FH0;Q96GS4;Q9BQD3,SNAPIN;BLOC1S1;BLOC1S2;BORCS5;BORCS7;BORCS8;BORCS6;KXD1
7548,Human,Q16181;Q16659;Q8IW41,SEPTIN7;MAPK6;MAPKAPK5
7549,Human,P0DP23;P15382;P51787,CALM1;KCNE1;KCNQ1
7551,Human,P13861;P17612;P31323;Q15691;Q5VU43-13;Q96SN8;Q99996;Q9UPY8,PRKAR2A;PRKACA;PRKAR2B;MAPRE1;PDE4DIP;CDK5RAP2;AKAP9;MAPRE3
7552,Human,Q15691;Q5VU43-13;Q9UPY8,MAPRE1;PDE4DIP;MAPRE3
7555,Human,Q14657;Q96S44;Q9NPF4;Q9Y3C4,LAGE3;TP53RK;OSGEP;TPRKB
7556,Human,P62877;P78395;Q13617;Q14657;Q15369;Q15370;Q9NPF4,RBX1;PRAME;CUL2;LAGE3;ELOC;ELOB;OSGEP
7557,Human,O00401;O14641;O60610;P36507;P46940;P49023;Q02750;Q05397;Q9BXB1;Q9BXY4,WASL;DVL2;DIAPH1;MAP2K2;IQGAP1;PXN;MAP2K1;PTK2;LGR4;RSPO3
7559,Human,P81274;Q1MX18;Q8TEW0,GPSM2;INSC;PARD3
7561,Human,Q9UPY6;Q9Y2A7,WASF3;NCKAP1
7562,Human,P63000;Q9UPY6;Q9Y2A7,RAC1;WASF3;NCKAP1
7563,Human,P11940;Q6PKG0;Q9NUL5,PABPC1;LARP1;SHFL
7564,Human,O75473;Q2MKA7;Q68DV7,LGR5;RSPO1;RNF43
7566,Human,O60563;O94992;P50750;Q4G0J3,CCNT1;HEXIM1;CDK9;LARP7
7567,Human,O43581;P63165,SYT7;SUMO1
7568,Human,O43255;Q15942;Q9NRM7,SIAH2;ZYX;LATS2
7571,Human,Q4KL25;Q8K467;Q99PJ1-2,Lhfpl5;Tmie;Pcdh15
7574,Human,P05067;P49768,APP;PSEN1
7575,Human,P05067;P49810,APP;PSEN2
7576,Human,P40337;Q15369;Q15370,VHL;ELOC;ELOB
7577,Human,O00213;P05067;Q92993,APBB1;APP;KAT5
7578,Human,Q6ZNX1;Q86V20;Q8IYI0;Q9UI95,SHLD3;SHLD2;SHLD1;MAD2L2
7579,Human,P05067;Q93074;Q9NPJ6;Q9ULK4,APP;MED12;MED4;MED23
7580,Human,P45985;Q14596;Q99759,MAP2K4;NBR1;MAP3K3
7581,Human,O43513;O60244;O75448;O75586;P03372;P24863;P49336;Q09472;Q13503;Q15648;Q15788;Q93074;Q9BTT4;Q9H944;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0,MED7;MED14;MED24;MED6;ESR1;CCNC;CDK8;EP300;MED21;MED1;NCOA1;MED12;MED10;MED20;MED17;MED13;MED23;MED16
7582,Human,O43513;O60244;O75448;O75586;P24863;P49336;Q09472;Q13503;Q15648;Q15788;Q92731;Q93074;Q9BTT4;Q9H944;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0,MED7;MED14;MED24;MED6;CCNC;CDK8;EP300;MED21;MED1;NCOA1;ESR2;MED12;MED10;MED20;MED17;MED13;MED23;MED16
7583,Human,P24863;P49336;Q93074;Q9UHV7,CCNC;CDK8;MED12;MED13
7584,Human,P24863;P49336;Q93074,CCNC;CDK8;MED12
7585,Human,P24863;P49336;Q9UHV7,CCNC;CDK8;MED13
7586,Human,P03372;Q12778,ESR1;FOXO1
7587,Human,O43524;P05067,FOXO3;APP
7588,Human,P05067;Q12778,APP;FOXO1
7589,Human,P05067;P98177,APP;FOXO4
7590,Human,P42575-2;Q13813,CASP2;SPTAN1
7591,Human,P04637-8;P62745,TP53;RHOB
7593,Human,P46734;Q12802;Q16512;Q16539;Q9NYL2,MAP2K3;AKAP13;PKN1;MAPK14;MAP3K20
7595,Human,P11387;P38159;Q86V81;Q99459;Q9UMS4,TOP1;RBMX;ALYREF;CDC5L;PRPF19
7596,Human,Q52LJ0;Q8IWT0;Q92499;Q9BVC5;Q9Y224;Q9Y3I0,FAM98B;ZBTB8OS;DDX1;C2orf49;RTRAF;RTCB
7597,Human,P15884;P35222;Q13761,TCF4;CTNNB1;RUNX3
7598,Human,P03372;P21796,ESR1;VDAC1
7602,Human,P51693;Q93074;Q9NPJ6;Q9ULK4,APLP1;MED12;MED4;MED23
7603,Human,Q06481;Q93074;Q9NPJ6;Q9ULK4,APLP2;MED12;MED4;MED23
7604,Human,P45481;Q01147;Q60972,Crebbp;Creb1;Rbbp4
7607,Human,Q96IF1;Q9NRM7,AJUBA;LATS2
7609,Human,P00813;P27487;P29274,ADA;DPP4;ADORA2A
7612,Human,O43294;P61371;Q9UBR4,TGFB1I1;ISL1;LHX3
7613,Human,P40763;P61371;Q9UBR4,STAT3;ISL1;LHX3
7614,Human,P40337;Q9GZT9;Q9UGP4,VHL;EGLN1;LIMD1
7617,Human,P53667;P63104;Q8WYL5,LIMK1;YWHAZ;SSH1
7620,Human,P46937;Q9UKN5,YAP1;PRDM4
7621,Human,P63151;P67775;Q00613;Q5VY09,PPP2R2A;PPP2CA;HSF1;IER5
7622,Human,P09874;Q00613;Q7Z2W4,PARP1;HSF1;ZC3HAV1
7623,Human,P11142;Q9NZL4;Q9UNE7,HSPA8;HSPBP1;STUB1
7624,Human,P11142;Q99933;Q9UNE7,HSPA8;BAG1;STUB1
7625,Human,O14879;P09913;P09914,IFIT3;IFIT2;IFIT1
7626,Human,O75534;P11940;Q9NZI8,CSDE1;PABPC1;IGF2BP1
7627,Human,O43257;O95619;O96019;P0C0S5;P12956;P13010;P62805;P62807;P68431;P78527;Q15014;Q15906;Q52LR7;Q6ZRS2;Q92993;Q96L91;Q96P70;Q9BTT0;Q9H0E9;Q9H2F5;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5,ZNHIT1;YEATS4;ACTL6A;H2AZ1;XRCC6;XRCC5;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;H2BC4; H2BC6; H2BC7; H2BC8; H2BC10;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;PRKDC;MORF4L2;VPS72;EPC2;SRCAP;KAT5;EP400;IPO9;ANP32E;BRD8;EPC1;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
7631,Human,O15503;Q8WU17,INSIG1;RNF139
7637,Human,O95264;P46098,HTR3B;HTR3A
7638,Human,P46098;Q8WXA8,HTR3A;HTR3C
7639,Human,P46098;Q70Z44,HTR3A;HTR3D
7640,Human,A5X5Y0;P46098,HTR3E;HTR3A
7643,Human,O00213;P05067;Q92993;Q93074;Q9NPJ6,APBB1;APP;KAT5;MED12;MED4
7645,Human,P59768;P62873;Q14185;Q96JJ3;Q96PE1,GNG2;GNB1;DOCK1;ELMO2;ADGRA2
7650,Human,P11142;P34931;Q16566;Q9H095,HSPA8;HSPA1L;CAMK4;IQCG
7651,Human,P51617;Q96FA3;Q99836;Q9NWZ3;Q9Y4K3,IRAK1;PELI1;MYD88;IRAK4;TRAF6
7652,Human,O43187;Q99836;Q9NWZ3,IRAK2;MYD88;IRAK4
7655,Human,P53990;Q7LBR1;Q9Y6W3,IST1;CHMP1B;CAPN7
7656,Human,Q9HCS7;Q9ULR0;Q9UMS4,XAB2;ISY1;PRPF19
7657,Human,O60306;Q96NB3;Q9HCS7;Q9ULR0;Q9UMS4;Q9UNP9,AQR;ZNF830;XAB2;ISY1;PRPF19;PPIE
7658,Human,Q15366;Q7Z434;Q96J02,PCBP2;MAVS;ITCH
7659,Human,O43318;Q96J02;Q9BT67,MAP3K7;ITCH;NDFIP1
7661,Human,P05107;P11215;Q8N6Q3,ITGB2;ITGAM;CD177
7662,Human,A6ND01;Q8IYV9,IZUMO1R;IZUMO1
7663,Human,P41227;Q9BXJ9;Q9NX55,NAA10;NAA15;HYPK
7664,Human,O14745;P15311;P26038;P35241;Q9NWQ8,SLC9A3R1;EZR;MSN;RDX;PAG1
7665,Human,Q6KC79;Q9Y6X3,NIPBL;MAU2
7666,Human,Q12933;Q92844;Q9UHD2,TRAF2;TANK;TBK1
7667,Human,Q14457;Q6ZNE5;Q8NEB9;Q96F24;Q99570,BECN1;ATG14;PIK3C3;NRBF2;PIK3R4
7669,Human,P10599;Q99683,TXN;MAP3K5
7670,Human,P31323;Q7Z4T9;Q92667;Q99417,PRKAR2B;CFAP91;AKAP1;MYCBP
7671,Human,Q9P1Y5;Q9UPN3,CAMSAP3;MACF1
7672,Human,O60673;P49005;Q15054;Q9UI95,REV3L;POLD2;POLD3;MAD2L2
7673,Human,P29322;Q6ZS11;Q92625,EPHA8;RINL;ANKS1A
7676,Human,P14679;P51810,TYR;GPR143
7679,Human,O95999;Q9BXL6;Q9UDY8,BCL10;CARD14;MALT1
7680,Human,Q99470;Q9UBS4,SDF2;DNAJB11
7681,Human,Q9HCN8;Q9UBS4,SDF2L1;DNAJB11
7685,Human,O75460;Q12933;Q99683,ERN1;TRAF2;MAP3K5
7686,Human,P68036;Q96J02;Q9BT67,UBE2L3;ITCH;NDFIP1
7687,Human,Q96J02;Q9NQC7,ITCH;CYLD
7692,Human,P04792;P31749;P49137;Q16539,HSPB1;AKT1;MAPKAPK2;MAPK14
7693,Human,P31749;P49137;Q16539,AKT1;MAPKAPK2;MAPK14
7694,Human,Q16539;Q16644,MAPK14;MAPKAPK3
7696,Human,P12004;P33993;P49736;Q7Z2Z1;Q9NYP3,PCNA;MCM7;MCM2;TICRR;DONSON
7697,Human,Q9NXL9;Q9UJA3,MCM9;MCM8
7698,Human,O60934;P49959;Q92878;Q9NXL9;Q9UJA3,NBN;MRE11;RAD50;MCM9;MCM8
7699,Human,O95347;P42695;Q15554;Q6IBW4;Q86XI2;Q8NEM0;Q9NTJ3;Q9NYB0,SMC2;NCAPD3;TERF2;NCAPH2;NCAPG2;MCPH1;SMC4;TERF2IP
7700,Human,Q96EZ8;Q9NXR1,MCRS1;NDE1
7702,Human,O15151;P04637;Q00987,MDM4;TP53;MDM2
7703,Human,P04637;Q00987;Q9NZC7,TP53;MDM2;WWOX
7705,Human,O00470;P09016;P40424,MEIS1;HOXD4;PBX1
7706,Human,O00470;P28356;P40424,MEIS1;HOXD9;PBX1
7707,Human,O00470;P28358;P40424,MEIS1;HOXD10;PBX1
7708,Human,P40424;P55347,PBX1;PKNOX1
7720,Human,P31314;Q02962;Q99502,TLX1;PAX2;EYA1
7721,Human,P21728;P30542,DRD1;ADORA1
7722,Human,O75899;Q9UBS5,GABBR2;GABBR1
7724,Human,O75899;Q13255;Q9UBS5,GABBR2;GRM1;GABBR1
7725,Human,P14416;P21554,DRD2;CNR1
7726,Human,P14416;P29274,DRD2;ADORA2A
7727,Human,P32245;P48145,MC4R;NPBWR1
7728,Human,P41968;Q92847,MC3R;GHSR
7729,Human,P14416;P21554;P29274,DRD2;CNR1;ADORA2A
7730,Human,P21554;P29274,CNR1;ADORA2A
7731,Human,P14416;P21554,DRD2;CNR1
7733,Human,P29274;P41594,ADORA2A;GRM5
7734,Human,P43115;Q92847,PTGER3;GHSR
7736,Human,P21731-3;Q92847,TBXA2R;GHSR
7737,Human,P43119;Q92847,PTGIR;GHSR
7738,Human,Q8NEZ3;Q96RY7;Q9HBG6,WDR19;IFT140;IFT122
7739,Human,O75386;Q8NEZ3;Q96RY7;Q9HBG6,TULP3;WDR19;IFT140;IFT122
7740,Human,Q7Z4L5;Q96FT9;Q9P2L0,TTC21B;IFT43;WDR35
7742,Human,P30989;Q92847-2,NTSR1;GHSR
7743,Human,P21728;Q92847,DRD1;GHSR
7744,Human,P36873;P62136;P62140;P62873,PPP1CC;PPP1CA;PPP1CB;GNB1
7745,Human,P21728;Q13324-2,DRD1;CRHR2
7746,Human,P21728;Q13324-1,DRD1;CRHR2
7747,Human,P28223;P28335,HTR2A;HTR2C
7748,Human,Q01718;Q8TCY5,MC2R;MRAP
7749,Human,P32241;P41587,VIPR1;VIPR2
7750,Human,P32241;P47872,VIPR1;SCTR
7751,Human,P41587;P47872,VIPR2;SCTR
7753,Human,P14416;Q92847-1,DRD2;GHSR
7754,Human,P34972;Q13501,CNR2;SQSTM1
7755,Human,P01106;P46937,MYC;YAP1
7758,Human,O60894;P32241,RAMP1;VIPR1
7759,Human,O60896;P32241,RAMP3;VIPR1
7760,Human,O60895;P32241,RAMP2;VIPR1
7761,Human,O60895;Q03431,RAMP2;PTH1R
7762,Human,O60896;P49190,RAMP3;PTH2R
7763,Human,O60895;P47871,RAMP2;GCGR
7764,Human,O60895;P34998,RAMP2;CRHR1
7765,Human,O60894;P41587,RAMP1;VIPR2
7766,Human,O60895;P41587,RAMP2;VIPR2
7767,Human,O60896;P41587,RAMP3;VIPR2
7768,Human,P35346;Q92847-1,SSTR5;GHSR
7769,Human,P21728;Q92847-1,DRD1;GHSR
7770,Human,P41968;Q92847-1,MC3R;GHSR
7771,Human,P21728;P28335,DRD1;HTR2C
7772,Human,Q99719;Q9UH03-1;Q9UH03-2,SEPTIN5;SEPTIN3;SEPTIN3
7773,Human,P04201;P30556,MAS1;AGTR1
7779,Human,P10276;P29373;P30281,RARA;CRABP2;CCND3
7780,Human,P03372;Q09472;Q15596,ESR1;EP300;NCOA2
7781,Human,Q96A33;Q9Y284,CCDC47;WDR83OS
7784,Human,O76064;P54252;P55072;Q8TAT6;Q92890,RNF8;ATXN3;VCP;NPLOC4;UFD1
7786,Human,Q6ZRQ5;Q96HA7,MMS22L;TONSL
7787,Human,P15172;Q14135;Q15561,MYOD1;VGLL4;TEAD4
7788,Human,Q12888;Q5UIP0;Q86V20;Q9UI95,TP53BP1;RIF1;SHLD2;MAD2L2
7789,Human,P61764;Q16623,STXBP1;STX1A
7791,Human,O76031;P13196;Q16740,CLPX;ALAS1;CLPP
7792,Human,P08581;P30530;Q14185;Q96JJ3,MET;AXL;DOCK1;ELMO2
7793,Human,O60271;P53350;P85037,SPAG9;PLK1;FOXK1
7794,Human,O60271;P53350;Q01167,SPAG9;PLK1;FOXK2
7795,Human,P41968;Q01726,MC3R;MC1R
7797,Human,P28335;Q92847,HTR2C;GHSR
7798,Human,P07550;P34995,ADRB2;PTGER1
7802,Human,P21731;P43119,TBXA2R;PTGIR
7803,Human,P29274;Q8NHY3,ADORA2A;GAS2L2
7805,Human,P32121;P59768;P62873;Q03431,ARRB2;GNG2;GNB1;PTH1R
7806,Human,Q05655;Q13163;Q13501,PRKCD;MAP2K5;SQSTM1
7807,Human,P55199;Q4G0J3;Q659A1;Q7L2J0;Q8N5P1;Q9Y2F5,ELL;LARP7;ICE2;MEPCE;ZC3H8;ICE1
7808,Human,Q15007;Q86U44;Q9HCE5,WTAP;METTL3;METTL14
7809,Human,Q15007;Q5T200;Q69YN4;Q75N03;Q86U44;Q9HCE5,WTAP;ZC3H13;VIRMA;CBLL1;METTL3;METTL14
7812,Human,Q13547;Q8N108;Q8N344;Q92769,HDAC1;MIER1;MIER2;HDAC2
7813,Human,O95785;Q13127;Q13547;Q15047;Q8N108;Q92769;Q96KQ7;Q9H9B1;Q9Y232,WIZ;REST;HDAC1;SETDB1;MIER1;HDAC2;EHMT2;EHMT1;CDYL
7814,Human,P25205;P33991;P33992;P33993;P49736;Q09028;Q13111;Q13112;Q14566;Q15047;Q15910;Q96KQ7;Q9Y232,MCM3;MCM4;MCM5;MCM7;MCM2;RBBP4;CHAF1A;CHAF1B;MCM6;SETDB1;EZH2;EHMT2;CDYL
7817,Human,Q969V6;Q9UBL3,MRTFA;ASH2L
7819,Human,Q13546;Q8NB16;Q96HS1;Q9Y572,RIPK1;MLKL;PGAM5;RIPK3
7820,Human,P35226;P42568;Q06587;Q9HC52,BMI1;MLLT3;RING1;CBX8
7822,Human,Q9P289;Q9Y3A3,STK26;MOB4
7823,Human,Q13188;Q15208;Q9H8S9,STK3;STK38;MOB1A
7825,Human,P86791;Q7L1V2;Q86VX9;Q96DM3,CCZ1;MON1B;MON1A;RMC1
7826,Human,O75110;Q7Z3U7;Q9Y3R5,ATP9A;MON2;DOP1B
7830,Human,P35240;Q4VCS5;Q8N3R9;Q8NI35,NF2;AMOT;PALS1;PATJ
7831,Human,O14807;P62136;Q9UQ13,MRAS;PPP1CA;SHOC2
7832,Human,O14807;P62140;Q9UQ13,MRAS;PPP1CB;SHOC2
7833,Human,O14807;Q14160;Q9UQ13,MRAS;SCRIB;SHOC2
7834,Human,P00749;Q03405;Q9UBG0,PLAU;PLAUR;MRC2
7835,Human,O60934;P49959;Q6NTE8;Q92878,NBN;MRE11;MRNIP;RAD50
7836,Human,Q08379;Q9BUL8;Q9P289,GOLGA2;PDCD10;STK26
7837,Human,O60293;P42285,ZFC3H1;MTREX
7838,Human,P15941;Q04206,MUC1;RELA
7839,Human,P15941;Q96B97,MUC1;SH3KBP1
7840,Human,P15941;P62993;Q07889,MUC1;GRB2;SOS1
7841,Human,Q96AY2;Q96NY9,EME1;MUS81
7844,Human,Q08999;Q09028;Q14186;Q16254;Q52LA3;Q5TKA1;Q6MZP7;Q96GY3,RBL2;RBBP4;TFDP1;E2F4;LIN52;LIN9;LIN54;LIN37
7845,Human,P10244;Q52LA3;Q5TKA1;Q6MZP7;Q96GY3,MYBL2;LIN52;LIN9;LIN54;LIN37
7847,Human,O00206;P58753;Q99836,TLR4;TIRAP;MYD88
7851,Human,P30260;Q13042;Q96DE5;Q9H1A4;Q9UJX2;Q9UJX3;Q9UJX4;Q9UJX5;Q9UJX6,CDC27;CDC16;ANAPC16;ANAPC1;CDC23;ANAPC7;ANAPC5;ANAPC4;ANAPC2
7853,Human,P41227;Q6N069,NAA10;NAA16
7854,Human,P41227;Q9BXJ9;Q9GZZ1,NAA10;NAA15;NAA50
7855,Human,Q147X3;Q5VZE5;Q9BRA0,NAA30;NAA35;NAA38
7856,Human,P61599;Q14CX7,NAA20;NAA25
7857,Human,P15382;Q5XXA6,KCNE1;ANO1
7858,Human,Q5XXA6;Q9UJ90,ANO1;KCNE5
7859,Human,Q68E01;Q96AH0;Q9NRY2,INTS3;NABP1;INIP
7860,Human,Q68E01;Q9BQ15;Q9NRY2,INTS3;NABP2;INIP
7861,Human,P20290;Q13765,BTF3;NACA
7862,Human,Q8IZF0;Q8N2C7;Q9P2D8,NALCN;UNC80;UNC79
7863,Human,A2RRP1;O43264;Q6NUQ1,NBAS;ZW10;RINT1
7864,Human,Q09161;Q53F19,NCBP1;NCBP3
7865,Human,Q15155;Q969V3;Q9BVK8,NOMO1;NCLN;TMEM147
7866,Human,Q9BT67;Q9NV92,NDFIP1;NDFIP2
7867,Human,O43822;Q96PY6;Q9P0W8,CFAP410;NEK1;SPATA7
7868,Human,P14780;Q99519;Q9NYK1,MMP9;NEU1;TLR7
7870,Human,O95900;Q6P087;Q96CM3;Q96I51;Q9NPE2;Q9NYY8,TRUB2;RPUSD3;RPUSD4;RCC1L;NGRN;FASTKD2
7871,Human,Q12800;Q86UQ8,TFCP2;NFE4
7872,Human,Q9HD34;Q9Y697,LYRM4;NFS1
7873,Human,O95278;Q6VVB1,EPM2A;NHLRC1
7874,Human,O60832;Q9NPE3;Q9NX24;Q9NY12,DKC1;NOP10;NHP2;GAR1
7875,Human,O14965;Q8N4C6;Q9H7T9,AURKA;NIN;AUNIP
7876,Human,Q15831;Q9Y2I1,STK11;NISCH
7878,Human,P37231;Q15047;Q9P2D1;Q9UBE8,PPARG;SETDB1;CHD7;NLK
7879,Human,P29466;Q14790;Q96P20;Q9NPP4;Q9ULZ3,CASP1;CASP8;NLRP3;NLRC4;PYCARD
7880,Human,Q08211;Q7RTR0;Q9ULZ3,DHX9;NLRP9;PYCARD
7881,Human,O14980;P62826;Q96D46,XPO1;RAN;NMD3
7882,Human,P14923;P15531;P35613,JUP;NME1;BSG
7883,Human,P14174;P15531,MIF;NME1
7884,Human,P15531;P26583;P27695;P39687;Q01105,NME1;HMGB2;APEX1;ANP32A;SET
7885,Human,P29466;Q9C000;Q9HC29,CASP1;NLRP1;NOD2
7886,Human,P63000;Q86UR1;Q8NFA2;Q9Y5S8,RAC1;NOXA1;NOXO1;NOX1
7887,Human,P29466;P59044;Q9ULZ3,CASP1;NLRP6;PYCARD
7888,Human,P29466;Q8WX94;Q9ULZ3,CASP1;NLRP7;PYCARD
7889,Human,O14862;P29466;Q9ULZ3,AIM2;CASP1;PYCARD
7890,Human,O43187;P01112;P51617;Q9Y4K3,IRAK2;HRAS;IRAK1;TRAF6
7892,Human,O14862;Q14790;Q9ULZ3,AIM2;CASP8;PYCARD
7893,Human,O95786;Q9ULZ3,DDX58;PYCARD
7894,Human,P17676;Q03112,CEBPB;MECOM
